brand,name,old_price,old_price_cents,new_price,new_price_cents,reviews_rating_number,reviews_amount
,Tênis Sapatilha Aquática Esportiva Praia Jet Cachoeira Bike,93,02,9,12,4.7,(451)
ASCENSION,Tênis Para Treino Academia Caminhada Corrida Crossfit Sport,169,90,33,98,,
SKECHERS,Tênis Skechers Go Walk Joy 15600 Gycl,259,90,32,49,4.7,(12)
,Tênis Masculino Em Couro Confortável Sapatênis Casual Barato,199,90,125,93,4.5,(184)
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
PUMA,Puma Carina BDP Feminino Adultos,399,90,39,,4.9,(114)
PEGADA,Sapatênis Pegada Masculino Casual Calce Fácil Couro Nobuck,289,90,260,91,5.0,(4)
SKECHERS,Tênis Feminino Uno Stand On Air Skechers,549,99,410,99,4.7,(57)
OLYMPIKUS,Tênis Olympikus Eros Branco Unissex Casual,210,20,193,20,4.8,(590)
OLYMPIKUS,Tenis Feminino Olympikus Jogging 100 Original,229,99,167,89,4.8,(76)
,Sapatênis Casual Masculino Slip On To-3004 - Palmilha Pu Gel,189,90,144,32,4.7,(37)
RAMARIM,Tênis Feminino Ramarim Chunky Dad Sneaker Plataforma Branco,269,72,186,10,4.8,(1137)
FILA,Tênis Fila Efecto Masculino / Feminino - Original,299,99,191,72,4.8,(61)
,Sapatilha Neoprene Aquatica Tenis Hibrido Versátil Top Cb313,75,90,57,68,4.6,(3358)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
KOLOSH,Tênis Kolosh Casual Marinho C3683,179,90,17,64,4.9,(42)
HERTZ,Sapatilha Calce Fácil Feminina Ortopédica Leve Confortável,99,99,79,99,4.5,(92)
VIZZANO,Tênis Feminino Casual Monocolor Moda Conforto Original,159,96,15,68,4.4,(9)
VIA MARTE,Tênis Via Marte Feminino 23-11807 Casual Flatform Conforto,199,99,33,33,4.9,(87)
ADIDAS,adidas Sportswear VL Court Base Feminino Adultos ID3714,499,99,48,27,4.7,(404)
OLLIE,Tênis Ollie Street Cyclone Masculino Preto,129,25,32,,5.0,(5)
RAINHA,Tenis Casual Masculino Slip On Rainha Iate Original Nf,189,90,18,62,5.0,(3)
EVERLAST,Tênis Everlast Range 3 Uni Preto,239,99,34,28,4.6,(10)
MOLECA,Tenis Moleca Casual Ref 5791.102.18014 Feminino,93,66,86,16,5.0,(1)
SANTA LOLLA,Tenis Slip On Santa Lolla Sola Baixa Acamurçado Nude ,179,90,35,98,4.6,(5)
OLYMPIKUS,Tenis Olympikus Infantil E Adulto 34 Ao 43 Envio 24h -40%,101,84,9,98,4.2,(5)
MOLECA,Tênis Feminino Moleca Casual Conforto Flatform Original Moda,78,99,7,74,4.8,(100)
RAFARILLO,Sapatenis Masculino Você + Alto Rafarillo Fly Alth 58053-00,359,90,339,90,4.6,(91)
,Tênis Masculino Para Academia Fitt Lançamento - Promoção,119,90,39,97,4.6,(130)
,Tênis Bolsonaro : Patriota Style Super Confortável ,149,90,37,48,4.7,(160)
ADIDAS,Tênis Cloudfoam Move Lounger adidas,229,99,32,86,4.8,(13)
SOFT WORKS,Sapato Softworks Bb65 Cozinha Hospital Enfermagem Antiderrap,78,99,7,74,4.6,(13)
SOFT WORKS,Tenis Bb80 Soft Works P/ Enfermagem Clínica Hospitais,78,99,7,74,4.7,(33)
VIZZANO,Tenis Feminino Vizzano Casual Macio Confort Plataforma,129,65,12,,4.6,(245)
OLYMPIKUS,Tênis Olympikus Rayo Conforto E Estilo Para Seu Dia A Dia,170,40,16,70,4.0,(5)
ASICS,Tênis Asics Gt-2000 13 - Masculino - Marinho,879,99,88,,5.0,(5)
VIA MARTE,Tênis Via Marte Sola Plataforma Feminino Conforto Casual,224,90,168,67,4.9,(28)
,Tênis Masculino Em Couro Com Palmilha Gel,253,99,231,13,4.8,(41)
IZABELA ARAÚJO,Mocassim Feminino Em Couro Sintético - Izabela Araújo,109,90,78,02,4.5,(92)
MIZUNO,Tênis Mizuno Space 4 - Masculino - Marinho-azul,274,90,30,54,5.0,(8)
,Tenis Feminino Casual Grande Dia A Dia Numeração Especial,95,90,73,84,4.7,(32)
RAFARILLO,Tenis Rafarillo Couro +7cm Altura 58051,349,89,34,99,4.4,(102)
DELIK,Tênis Feminino Casual Couro Legítimo Brilho Strass Glitter,169,90,33,98,5.0,(2)
ADIDAS,Tênis Masculino Treino Amplimove adidas,499,99,332,99,4.8,(36)
MORMAII,Tênis Mormaii Masculino Casual Original Pronta Entrega,179,90,165,50,4.8,(73)
VIZZANO,Tênis Feminino Casual Conforto Original,129,88,12,73,4.7,(35)
,Tênis Profissonal Antiderrapante Enfermagem Cozinha Limpeza ,139,99,127,58,4.8,(61)
,Tênis Sapatênis Casual Masculino Lançamento Preto,34,90,11,63,4.1,(331)
MIZUNO,Tênis Mizuno Space 4 Masculino Corrida - Caminhada,329,90,249,30,4.8,(127)
ASICS,Tênis Asics Revelation Original Corrida Macio Envio imediato,333,90,99,79,5.0,(2)
RAFARILLO,Sapatenis Masculino Couro  Rafarillo Fly Alth + 7 Cm  58051,249,90,24,50,4.5,(82)
PUMA,Puma Caven 2.0 Bdp Masculino Adultos 396330,399,90,325,50,4.8,(560)
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
NIKE,Tênis Nike Revolution 7 Feminino,399,99,319,99,4.7,(781)
MODARE,Sapato Feminino Modare Ortopédico Esporão Confortavel Slip,149,99,119,99,4.9,(40)
OLYMPIKUS,Tenis Olympikus Veloz 2 Masculino Preto Chumbo,279,99,223,99,4.8,(33)
VIZZANO,Tênis Feminino Vizzano Casual Pelica 1389.101,108,99,10,68,4.8,(69)
PUMA,Tênis Puma Caven 2.0 Bdp Original,322,20,32,,4.7,(94)
OLYMPIKUS,Tenis Olympikus Volta,299,90,29,33,,
VIZZANO,Tênis Feminino Branco Vizzano Flatform Plataforma Sola Reta,119,99,11,76,4.6,(355)
,Tenis Sapatenis Masculino Sapato Polo Way Casual Envio Ja ,78,90,7,73,4.6,(1190)
ADIDAS,Tênis Feminino Grand Court Base 2.0 Simp adidas *oferta*,345,30,241,99,4.8,(1435)
,Sapatilha Aquática Antiderrapante Tênis Praia Híbrido Cb357,78,90,59,17,4.7,(3801)
,Tênis Bolsonaro Masculino Feminino Patriota Style Super Leve,149,90,37,48,4.7,(318)
GTS,Tenis Iate Masculino Slip On Da Gts,125,28,31,32,4.5,(91)
,Tenis Para Treino Aacademia Masculino E Feminino Nyc Shoes,115,31,106,08,4.5,(172)
,Tenis Masculino Esportivo Flexivel Leve Caminhada Promoção L,95,90,31,97,,
LYND,Tênis Masculino Corrida Academia Caminhada Lynd- Grid 321,199,90,189,90,4.6,(744)
,Kit 2 Par Tenis Meia S/ Cadarço Slip On Calce Fácil Academia,99,99,68,99,4.6,(105)
PUMA,Puma Carina BDP Feminino Adultos,399,90,39,,4.9,(114)
PEGADA,Sapatênis Pegada Masculino Casual Calce Fácil Couro Nobuck,289,90,260,91,5.0,(4)
,Sapatilha Neoprene Aquatica Tenis Hibrido Versátil Top Cb313,75,90,57,68,4.6,(3358)
OLYMPIKUS,Tênis De Corrida Feminino Swift 4 Olympikus *oferta*,279,99,191,99,4.8,(594)
,Tênis Feminino Ortopédico Caminhada Academia Corrida Treino,78,90,74,95,,
OLYMPIKUS,Tênis Olympikus Acqua Feminino Original Macio Confortável,209,99,193,19,4.5,(8)
OLYMPIKUS,Tênis Olympikus Masculino Taurus Marinho,279,99,179,19,5.0,(3)
FILA,Tenis Feminino Fila Original Fitness Bold Premium - Original,391,48,234,89,5.0,(4)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Ortopédico,119,99,113,99,4.7,(2487)
,Kit 3 Tênis De Academia Feminino Esportivo Confortável Top,249,90,171,76,5.0,(2)
,Mocatenis Tenis Feminino Sapato Confortável Levinho ,57,98,5,68,4.6,(776)
IZABELA ARAÚJO,Mocatênis Feminino Em Couro Legítimo Zíper - Izabela Araújo,132,90,119,61,4.7,(450)
VIA LIVRE,Sapatilha Beach Tenis Aquática Esportiva Trilha Cachoeira,99,90,67,93,4.7,(617)
OAKLEY,Tenis Masculino Oakley Refletivo Botinha Low Half Track,399,90,179,95,4.2,(28)
GUGI,Tênis Plataforma Feminino Influencer Sola Alta Confortável,105,11,10,30,4.4,(88)
,Tênis Star Feminino Masculino Conforto Calçados Casual All,129,90,32,48,,
SAPATOFRAN,Tênis Academia Esportivo Caminhada Running Confortavel Macio,99,90,79,92,4.4,(11)
KOLOSH,Tenis Casual Kolosh Calce Fácil Palmilha Gel Zíper Brilho,193,19,32,20,4.9,(9)
LA ROCHE,Sapatênis Casual Masculino Connect Couro Legítimo Lançamento,189,80,31,63,4.8,(20)
SCHUTZ,Tenis Schutz It Amarração Branco Couro,490,30,426,63,3.6,(7)
,Tênis Masculino Treino Academia Corrida Caminhada Conforto,149,90,109,90,4.4,(14)
MOLECA,Tênis Moleca Preto Casual Feminino Baixinho Confortavel ,78,99,51,34,4.7,(199)
BOOT TRAINING BRASIL,Bota Botinha Gym Divas Tenis Treino Fitness + Cadarço Brinde,229,52,201,59,4.7,(249)
OLYMPIKUS,Tênis Olympikus Day Feminino Original,249,75,186,31,4.6,(28)
POLO PLUS,Tênis Slip On Masculino Pai E Filho Sapatenis Varias Cores,106,60,10,45,,
,Tenis Oversized Sneaker Masculino Casual Sola Alta Chunky,77,90,25,97,4.5,(346)
MODARE,Tênis Slip On Liso Feminino Modare,149,90,95,99,4.8,(359)
POLO PLUS,Tenis Botinha Masculino Cano Alto Casual Polo Plus,104,99,99,74,4.9,(7)
OLYMPIKUS,Tenis Olympikus Ultraleve 156g Feminino Corrida Caminhada,200,73,180,65,4.9,(17)
POLO PLUS,Tênis Masculino Sapato Casual Cano Alto Polo Plus,78,99,7,74,4.8,(4)
COLCCI,Tênis Masculino Colcci Cosmos Moda Casual Urbano Confortável,459,99,271,39,4.5,(123)
VANS,Tênis Vans Old School Knu - Unissex - Todos Os Tamanhos,397,79,159,11,4.9,(27)
FERENZO,Tênis Feminino Casual Preto Ferenzo Leve Macio Confortável,58,90,5,77,5.0,(9)
ALLSTAR,Tênis All Star Cano Alto 25/43 Botinha- Adulto Infantil,289,99,150,79,4.5,(4)
PROSPECT,Kit 2 Tênis Masculino Prospect Speed Oferta Barato + Óculos,149,90,14,70,4.5,(2)
MIZUNO,Tênis Mizuno Cool Ride 2 Masculino Corrida - Caminhada,422,11,271,50,4.8,(84)
VIZZANO,Tenis Feminino Vizzano Casual Confortavel Pratico Estiloso,115,31,11,30,4.7,(263)
OLYMPIKUS,Tênis Olympikus Flutua Feminino Preto,152,40,30,,4.7,(35)
NAUTIKA,Tênis Híbrido Ntk Esportivo Água Areia Praia Pesca Caiaque,104,62,62,77,5.0,(28)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
ADIDAS,Tênis Ultimashow 2.0 adidas,349,99,223,09,4.8,(377)
MODARE,Sapato Feminino Tênis Ortopédico Esporão E Fascite Original,119,99,113,99,4.7,(1502)
MOLECA,Tênis Feminino Casual Moleca 5791105 ,127,64,31,91,,
GUGI,Slip On Casual Feminino Leve Tênis Em Camurça Com Ziper 503,74,90,7,34,4.6,(203)
VIZZANO,Tênis Vizzano Casual Plataforma Feminino Conforto 1339.332,189,90,138,62,4.8,(13)
BAY SHORE,Sapato Masculino Tenis Sapatenis Slip Casual Palmilha Gel,98,90,9,70,4.6,(71)
SAYMON,Tênis Feminino Academia Esportivo Fast Caminhada Original 24,109,99,89,09,4.5,(374)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
OLDSEN,Tenis Masculino Casual Macio Caminhada Treino Oldsen Bmax ,78,99,72,06,4.2,(229)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
RESERVA,Sapatênis Reserva Liso - Promoção Ultimas Peças,115,43,38,48,5.0,(1)
MR. GUTT,Tênis Casual Feminino De Couro Legitimo Branco Super Leve,157,77,31,55,4.8,(22)
RAMARIM,Tênis Feminino Ramarim,199,99,165,99,4.8,(107)
SKECHERS,Tênis Skechers Go Walk Flex Hands Slip-ins Masculino,555,44,360,26,5.0,(8)
OLYMPIKUS,Tênis Olympikus Atmos Feminino Original,189,88,173,78,4.6,(145)
OLYMPIKUS,Tênis Olympikus Conex Masculino Esporte Corrida Academia,333,17,199,90,5.0,(2)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
,Tenis Masculino Da Polo Varias Cores Exclusivo Lançamento ,78,90,71,01,4.5,(5114)
LAURUS,Tênis Casual Unissex Sapatênis Confortável Branco Preto,139,30,97,43,4.0,(4)
MORMAII,Tênis Masculino Casual Mormaii Urban Club Original,193,90,32,32,,
SKECHERS,Tênis Skechers Arch Fit Masculino Casual Respirável Original,612,49,489,99,4.9,(7)
,Kit 2 Tênis Masculino Olympik Casual Esportivo Leve Corrida,299,99,179,99,,
BF SHOES,Tênis Academia Caminhada Treino Malhar Corrida Bf Shoes,112,71,78,89,4.4,(38)
LETS,Tênis Masculino Corrida Caminhada Solado Antiderrapante,99,90,33,30,,
,Combo 2 Tênis Feminino Polo Ultrabone De Para Academia Leve,189,90,132,93,4.7,(1796)
VILI,Tênis Esportivo Vili Fusion Feminino Masculino Academia,162,88,119,96,4.5,(8)
,Tênis Timberland Gorge C2 Adventure Masculino Couro Legitimo,165,50,148,95,4.7,(7)
WEST COAST,Tênis Masculino Wc-83 Arcade West Coast,389,90,128,99,4.8,(23)
,Tênis Sapatênis Slip On Casual Iate Calce Fácil Sem Cadarço,79,90,26,63,4.5,(27)
ALLSTAR,Tênis All Star Flatform Preto Branco Areia Caramelo Original,249,97,31,25,4.9,(54)
,Tênis Para Treino Academia Caminhada Corrida Tryd 5400 Leve,99,99,84,99,4.5,(12140)
UNDER ARMOUR,Tênis Under Armour Tribase Reps 2 Preto,456,60,45,,4.9,(31)
STAR FOX,Kit 3 Pares De Sapatenis Masculino Casual Elástico Conforto ,204,90,179,91,4.4,(7304)
SÓ DANÇA,Tênis Para Dança Profissional Dk70/71 Só Dança,390,90,39,09,5.0,(5)
MOLECA,Tênis Moleca 5712.205 Feminino Branco Casual Urbano,98,90,74,17,4.9,(59)
NEW BALANCE,New Balance 411v3 Masculino Adultos,374,88,279,49,4.8,(71)
CONVERSE,Tênis Converse Allstar Chuck Taylor - Original,279,99,27,38,4.9,(492)
SKECHERS,Tênis Skechers Go Run Fast Masculino Corrida - Caminhada,333,22,223,20,4.8,(212)
ALGARTE SHOES,Sapatilha Aquática Infantil Tênis Piscina Praia Leve As375i,76,80,55,29,4.8,(24)
KOLOSH,Tênis Feminino Confortável Casual Salto Anabela Kolosh C2298,191,99,178,55,4.8,(27)
,Tênis Feminino Academia Olymp Olimp Space Promoção E Barato,78,90,71,01,4.2,(380)
FILA,Tênis Fila Improve Masculino,399,99,367,99,,
DNK,Tênis N.k Lançamento Premium Leve Confortável,99,90,33,30,,
PEGADA,Sapatênis Pegada Masculino Areia Ref:110923,282,90,27,66,,
VIZZANO,Tênis Feminino Vizzano Original Plataforma Casual,149,90,37,48,,
OLYMPIKUS,Tênis Olympikus Beats Preto Masculino,242,40,23,76,,
NEW BALANCE,Tênis Unissex New Balance Fresh Foam X 1080 V14 Corrida,1.299,99,129,,,
HAYMAX,Tênis Skate Escolar Unissex Haymax Old School Original,99,99,79,99,5.0,(5)
WEST COAST,Tenis Casual West Coast Wc 74 Malibu - Original,173,63,17,02,4.0,(2)
,Tênis Star Force Oldtribe Dia A Dia Feminino E Masculino,80,02,7,84,4.9,(15)
MODARE,Tênis Ortopédico Mulher Esporão E Facite Original,149,90,14,70,4.6,(34)
MOLECA,Tênis Feminino Casual Básico Baixo Confort Leve Macio Moleca,75,75,60,96,5.0,(4)
ÖUS,Tênis Ous Imigrante Bco Furta Cor Ecolab Oe 350001-95,389,04,38,,4.9,(8)
BR2 FOOTWEAR,Sapatênis Casual Masculino Conforto Sintético Macio Elástico,99,90,33,30,5.0,(1)
PEGADA,Tênis Casual Feminino 212104 Glow Cabedal Em Couro Pegada,269,90,218,99,,
ADIDAS,adidas Grand Court Base 2.0 Feminino Adultos,299,99,259,99,4.9,(285)
ADIDAS,Tênis Feminino Grand Court Base 2.0 Simp adidas *oferta*,345,30,241,99,4.8,(1435)
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
WAYKE,Tênis Casual Feminino Várias Cores Do 34 Ao 43 Macio Leve,59,90,5,87,4.9,(10)
RANGALI,Tênis Feminino Casual Flatform Confortável,135,31,33,83,5.0,(8)
SOFT WORKS,Sapato Tenis Soft Works Enfermagem Hospitais Cozinha Clínica,78,99,7,74,4.8,(27)
SOFT WORKS,Sapato Soft Works Bb65 Sapatilha Cozinha Hospital Enfermagem,105,77,10,37,4.8,(60)
NID FEET,Tenis Meia Masculino Slip On Calce Fácil Com Elástico,78,90,71,01,4.7,(138)
REDLEY,Tênis Redley Ir10 Monocromo Black Gun Originals Wae-01,229,90,200,01,4.8,(83)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Casual Macio,78,90,7,73,4.8,(478)
NIKE,Tênis Nike Revolution 7 Feminino,399,99,319,99,4.7,(781)
PUMA,Puma Caven 2.0 Bdp Masculino Adultos 396330,399,90,325,50,4.8,(560)
VIZZANO,Tenis Vizzano Feminino Casual Plataforma Branco Original ,132,99,113,04,4.7,(78)
MORMAII,Tenis Mormaii Urban Light Masculino Casual Macio Leve,179,90,158,31,5.0,(1)
,Kit Tenis Masculino Esportivo Moderno + Relógio Promoção Top,98,90,32,97,,
DM DAMANDO,Sapatênis Couro Legitimo Confortável Dm Damando Promoção,159,90,31,98,4.6,(38)
OLYMPIKUS,Tenis Feminino Olympikus Volcan,199,90,33,32,4.7,(62)
,Tênis Adventure Hs Dia A Dia Numeração Especial Até O 49,144,90,36,22,4.7,(208)
,Tenis Sapatenis Masculino Sapato Polo Way Casual Envio Ja ,78,90,7,73,4.6,(1190)
,Sapatilha Aquática Antiderrapante Tênis Praia Híbrido Cb357,78,90,59,17,4.7,(3801)
UNDER ARMOUR,Under Armour Pacer Masculino 3026556,449,99,212,99,4.8,(4)
,Tenis All Estrela Cano Alto Botinha School Feminino Off,90,12,8,83,4.5,(856)
LORENZZO LOPEZ,Tênis Masculino Para Academia E Corrida Super Macio E Leve,39,90,13,30,4.2,(73)
MOLECA,Tênis Moleca Cadarço Feminino,152,75,91,65,5.0,(3)
,Tenis Idoso Feminino Leve Exercícios Academia Dia A Dia Nfe,36,50,12,17,4.3,(630)
FERRACINI,Sapatênis Ferracini Blady Cano Baixo Couro Ref. 1466,349,90,34,99,4.7,(16)
,Tenis Sapatilha Segall Unissex Pesca Trilha Agua Ciclismo,141,90,35,48,4.8,(23)
,Tênis Olympikus Acqua Feminino Original Leve Confortável,209,99,35,,4.7,(113)
MOLECA,Tênis Casual Feminino Sintético Envernizado Moleca,79,90,44,99,4.8,(38)
FERRACINI,Sapatênis Ferracini - 7317-683,349,90,213,43,4.8,(49)
,Tenis Adventure Marathon 235 Trilha Trekking Ortopédico ,169,90,118,93,4.4,(11)
BEIRA RIO,Tênis Sapato Feminino Lançamento Promoção Original Casual ,109,90,10,77,4.6,(3564)
FILA,Tênis Esportivo Feminino Progress Lite Fila Adulto,403,33,242,72,4.7,(17)
OLYMPIKUS,Tenis Olympikus Feminino Eleva+ Subverse Knit Eva Original,359,95,279,90,4.9,(87)
LORENZZO LOPEZ,Kit 3 Tênis Masculino Para Academia E Caminhada Super Leve,199,90,139,93,4.6,(45)
PEGADA,Sapatenis Microfibra Pgd Sport Pegada Fibertech Original,219,90,21,56,4.7,(70)
OLYMPIKUS,Tênis Olympikus 100% Original Preto Academia Treino Adulto,229,90,183,99,4.8,(820)
POLO BLU,Sapatênis Masculino Casual Polo Blu Tenis Cano Curto Oferta,99,90,89,91,4.3,(7)
SOFT WORKS,Sapato Tênis Works Chef Cozinha Profissional Antiderrapante ,105,59,10,35,4.8,(263)
QIX,Tênis Qix Masculino Square Skate Original Lançamento + Nf,339,90,299,11,4.6,(65)
FXB,Kit 2 Pares Tenis Infantil Menino Escolar Juvenil Fxb Inf,129,99,12,74,4.6,(232)
BAY SHORE,Tenis Casual Knit Em Tecido Super Leve E Confortável,178,90,128,80,4.4,(8)
VIZZANO,Tênis Feminino Casual Confort Flat Básico Vizzano Original,78,99,75,04,4.4,(9)
SANTA LOLLA,Tênis Santa Lolla Slip On Feminino Neoprene,269,90,234,81,4.7,(59)
,Kit 3 Tênis Feminino E Masculino Leve Esportivo Confortável,192,96,168,56,5.0,(5)
,Sapatilha Tenis Polo White Masculino Sapatenis 37 Ao 44 Lanç,78,90,7,73,4.6,(34)
FILA,Tênis Fila Feminino Esportivo Confortável Lindo Original ,299,99,284,99,4.7,(127)
HOCKS,Tênis Hocks Skate Puff Petitpoa Branco Preto Uv Original,349,99,35,,5.0,(9)
ASICS,Tênis Asisc Carbono Masculino Feminino Promoção Levinho,333,33,143,33,4.5,(8)
,Tênis Plataforma Moda Feminino Chunky Sneaker Frete Gratis,122,96,11,,4.7,(33)
OLYMPIKUS,Olympikus Treino Beats Masculino Adultos,299,99,230,99,4.8,(146)
FILA,Tenis Fila Racer Nairobi Knit Esportivo Feminino Original,379,95,322,95,4.8,(58)
MOLECA,Tenis Moleca Casual Strass Ref 5797.209.7800 Feminino,83,45,27,82,,
MODARE,Tenis Ultraconforto Cadarço Feminino Modare 7363.105,139,90,34,98,,
BAY SHORE,Tenis Sapatenis Masculino Slip On Sapato Casual Promoção,119,90,99,51,4.5,(30)
,Tênis Masculino Leve Esportivo Sapato Confortável Promoção,104,90,89,90,4.8,(40)
VANELLI,Tênis Colegial Preto Bege Casual Dia A Dia - Kit 3 Pares,174,90,17,15,4.7,(94)
PEGADA,Sapatênis Pegada Masculino Casual Calce Fácil Couro Nobuck,289,90,260,91,5.0,(4)
PUMA,Puma Carina BDP Feminino Adultos,399,90,39,,4.9,(114)
,Sapatilha Neoprene Aquatica Tenis Hibrido Versátil Top Cb313,75,90,57,68,4.6,(3358)
ASCENSION,Tênis Esportivo Ascension Conforto Masculino E Feminino,78,90,73,63,4.7,(228)
,Tênis Feminino Casual Branco Confortável E Leve,105,31,35,10,4.0,(4)
,Kit 4 Pares Tênis Sapatênis Feminino Atacado Preto Fé New,169,99,154,69,4.6,(473)
OLYMPIKUS,Tênis Masculino Olympikus Marte Treino Caminhada Casual,275,75,178,52,4.8,(60)
ADIDAS,Tênis Feminino Duramo Speed adidas,899,99,429,99,4.7,(24)
,Kit Tênis Masculino + Chinelo + Relógio + Carteira + Cinto,138,70,34,67,,
ADIDAS,adidas Break Start Masculino Adultos,349,99,329,99,4.8,(656)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
,Kit 2 Tênis Feminino Esportivo Treino Corrida+ Relógio Meia,229,32,137,59,4.7,(65)
FILA,Tênis Fila Acd Classic Se Masculino Streetwear Adulto Preto,387,38,295,90,4.6,(34)
RED NOSE,Tênis Red Nose Original Masculino Skate Conforto Rnnm817,229,91,169,90,4.8,(71)
OLYMPIKUS,Tênis Olympikus Challenger 5 Branco E Cinza - Masculino,299,99,230,99,4.8,(360)
,Tênis Corrida Confortavel Academia Feminino Caminhada Air,73,99,66,98,4.6,(151)
SCHUTZ,Schutz Tênis St Bold Branco,690,30,600,03,5.0,(7)
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
,Tenis Masculino Da Polo Varias Cores Exclusivo Lançamento ,78,90,71,01,4.5,(5114)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
OLYMPIKUS,Tenis Olympikus Feminino Angel Evasense Slip On  Original,199,95,169,95,4.8,(63)
,Tênis Masculino Sapatênis Ortopédico Couro Original Leve New,439,80,219,90,,
MOLECA,Tênis Feminino Moleca Casual Sapatênis Original Conforto,78,65,7,,4.7,(35)
,Kit Tênis Academia Confort  Feminino Resistente Leve+relógio,110,90,93,15,,
,Tênis Masculino Sapatenis Casual Jogger Esporte Confortável,79,15,67,58,4.6,(21)
REDLEY,Tênis Originals Translucido Redley,209,90,34,98,,
MIZUNO,Tênis Mizuno Space 4 Feminino- Branco-bege,259,90,239,10,4.9,(63)
OLYMPIKUS,Tênis Olympikus Eros Feminino Original,249,99,164,99,4.6,(105)
VANELLI,Tênis Feminino Casual Kit 2 Pares Caminhada Academia,149,90,134,91,4.5,(1488)
POLLO,Tenis Feminino Running Academia Caminhada Confortavel Macio,99,90,79,92,4.7,(15)
ADIDAS,Tenis adidas Grand Court Base - Original,299,99,29,33,5.0,(2)
,Tênis Cobra Kai Serpentes Serie Novidades Star Botinha,129,90,32,48,5.0,(2)
ADIDAS,Tênis adidas Grand Court Base 2.0 Simp Branco E Preto,292,85,32,54,4.8,(180)
UNDER ARMOUR,Tênis Masculino Under Armour Charged Quicker - Original Leve,489,29,290,77,5.0,(48)
,Tenis Olympikus Unissex Jogging100-274,227,99,32,57,,
,Tenis Preto Masculino E Feminino De Caminhada Ortopedico ,78,90,46,55,4.5,(48)
MVP FITNESS,Tênis Para Crossfit - Mvp Xtep Run All Black Corrida Treino,559,30,391,13,5.0,(7)
